Posting Date,Day,Month,Year,Amount,Description,Transaction Category,Five Guys,In N Out,Chick-Fil-A,Little Caesars,Cafe Rio,Taco Bell,Chipotle,Wendys,Arbys,Burger King,McDonalds,Arctic Circle,Sonic,Rancheritos,Mesq Mex Grill,Flying Pie Pizzeria,Jimmy Johns,Pizza Hut,Rocky Mountain Power,QuestarGas,GrangerHunter,WVCC,Walgreens,Winco,Walmart,Lucky,Sams Club,Maceys,Davis,Harmons,Reams,Smiths,Categories
7/17/21,17,7,2021,($30.00),PoS Withdrawal 634820901771485 UTAH INFRASTRUCTURE AG 801-613-3880 UTUS,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/21,17,7,2021,($28.50),PoS Withdrawal 536707001177431 WEST VALLEY CITY CORP  801-966-3600 UTUS,Utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
7/16/21,16,7,2021,($4.55),PoS Withdrawal 620243801524073 CHEVRON 0380450        EAGLE        IDUS,Soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/21,16,7,2021,($14.98),PoS Withdrawal 7682300270081 WINCO FOODS #27 3032 E Eagle        IDUS,Soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
7/16/21,16,7,2021,($767.92),PoS Withdrawal 496384771887 TIM DAHLE NISSAN SOUTHTSOUTH JORDAN UTUS,Car Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/21,16,7,2021,($37.00),PoS Withdrawal 395709755498 REVIO  *XMission       801-5390852  UTUS,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/21,15,7,2021,$519.55 ,ACH Deposit   - Ext Trans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/21,14,7,2021,($3.06),PoS Withdrawal 898526 SHELL SERVICE STATION  EAGLE        IDUS,Soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/21,14,7,2021,$250.00 ,ACH Deposit IRS  TREAS 310  -   CHILDCTC,Child Tax Credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/21,13,7,2021,($27.66),ACH Withdrawal NORTHWESTERN MU  - PAYMNT WEB,Life Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
7/13/21,13,7,2021,($135.41),ACH Withdrawal FinWise Bank  - FinWise Ba,Grand Piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,12,7,2021,($57.61),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,12,7,2021,$340.00 ,ACH Deposit VENMO  - CASHOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,12,7,2021,($63.24),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,12,7,2021,($40.26),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/10/21,10,7,2021,($102.55),PoS Withdrawal 48206279993 SAMSCLUB.COM           888-746-7726 ARUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
7/9/21,9,7,2021,($37.50),PoS Withdrawal HOLIDAY OIL #29 2729 W 4700 S          TAYLORSVILLE UTUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/21,9,7,2021,($2.13),PoS Withdrawal 160146000762203 Prime Video*2E69P4CR1  888-802-3080 WAUS,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/21,9,7,2021,($56.05),PoS Withdrawal Wal-Mart Super Center 2207 WAL-SAMS          MIDVALE      UT,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
7/9/21,9,7,2021,($177.97),PoS Withdrawal JIFFY LUBE #14 1850 W 4100 S          SALT LK CITY UTUS,Car Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/21,7,7,2021,($100.00),ACH Withdrawal LINCOLN HERITAGE 800-930-7459 - INS PREM,Kathy’s Life Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/21,7,7,2021,($132.00),ACH Withdrawal CAPITAL ONE  - MOBILE PMT,Capital One - Cassie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/21,7,7,2021,($141.93),ACH Withdrawal WEB - UNITED MIDWEST S  - PAYMENT  002*8080028441*141.93*BRADEN A POTTER*210707,Organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/21,7,7,2021,($388.98),ACH Withdrawal THD Loan Svcs 8669360602 - WEB PAY,Home Depot Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($104.85),Withdrawal Transfer To 756132339,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($310.00),Withdrawal Potter Pmt from 756487685 CK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($25.00),ACH Withdrawal CAPITAL ONE  - CRCARDPMT,Capital One - Braden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($123.00),ACH Withdrawal KOHL'S TELECHK 800-697-9263 - CHG PYMT,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($4.28),PoS Withdrawal 174030076999 PAYPAL *SHEETMUSDIR    347-946-7816 WIUS,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($1.82),PoS Withdrawal 174030076999 PAYPAL *MUSICNOTESI    800-944-4667 WIUS,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($8.45),PoS Withdrawal WM SUPERCENTER # Wal-Mart Super Center  WEST VALLEY CUTUS,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($52.43),PoS Withdrawal SMITHS FOOD #406 4100 S. REDWOOD        SALT LAKE CITUTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
7/6/21,6,7,2021,($6.70),PoS Withdrawal 4445026666628 FIVE GUYS UT 1314 QSR  OGDEN        UTUS,Fast Food,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/6/21,6,7,2021,($356.67),PoS Withdrawal 328059940994 AT&T*BILL PAYMENT      214-721-3650 TXUS,Cell Phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/21,6,7,2021,($11.38),PoS Withdrawal 6173600012N9F1 HARMONS - TAYLORSVI    TAYLORSVILLE UTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
7/6/21,6,7,2021,($6.31),PoS Withdrawal 235251000762203 AMZN Mktp US*292Q024T2 Amzn.com/billWAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/21,3,7,2021,($113.58),PoS Withdrawal SAMSCLUB #6682 1055 W HILLFIELD RD    LAYTON       UTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
7/1/21,1,7,2021,($39.82),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/21,1,7,2021,($21.08),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/30/21,30,6,2021,$189.00 ,Deposit Transfer From 854597,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/21,30,6,2021,($42.95),PoS Withdrawal 596037501524073 CHEVRON 0203453        WEST VALLEY CUTUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/21,30,6,2021,($294.00),PoS Withdrawal 403778000238011 VARSITY TUTORS         888-888-5181 MOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/21,30,6,2021,($189.91),PoS Withdrawal 395708457148 MK Cosmetic            800-2729333  TXUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/21,29,6,2021,($25.70),PoS Withdrawal SAMS CLUB #6682 SAM'S Club             LAYTON       UTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6/29/21,29,6,2021,$230.00 ,ACH Deposit VENMO  - CASHOUT,Piano Lessons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/21,29,6,2021,($128.41),PoS Withdrawal WM SUPERCENTER # Wal-Mart Super Center  MIDVALE      UTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
6/28/21,28,6,2021,$101.00 ,Deposit Transfer From 854597,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/21,28,6,2021,($32.29),PoS Withdrawal 737642011883 WENDYS  6062           LAYTON       UTUS,Fast Food,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/28/21,28,6,2021,($51.67),PoS Withdrawal 564848 MAVERIK #369           CLEARFIELD   UTUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/21,26,6,2021,($48.55),PoS Withdrawal SMITHS FOOD #413 4643 S. 4000 WEST      WEST VALLEY CUTUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
6/26/21,26,6,2021,($6.42),PoS Withdrawal 235251000762203 AMZN Mktp US*213OH4BH2 Amzn.com/billWAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/21,25,6,2021,($22.08),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/21,25,6,2021,$22.08 ,Credit AMAZON.COM REFUNDAMAZON.COM       SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,($0.20),ACH Withdrawal PAYPAL VERIFYBANK - VERIFYBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,$0.14 ,ACH Deposit PAYPAL VERIFYBANK - VERIFYBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,$0.06 ,ACH Deposit PAYPAL VERIFYBANK - VERIFYBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,($100.95),PoS Withdrawal 395708457148 MK Cosmetic            800-2729333  TXUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,($67.56),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,($22.08),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/21,24,6,2021,($102.47),PoS Withdrawal 350160026885 WALMART GROCERY        800-966-6546 ARUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
6/23/21,23,6,2021,($58.10),ACH Withdrawal EMI HEALTH  - INS PREM,Dental & Vision Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/21,22,6,2021,($174.66),ACH Withdrawal PROG DIRECT INS BRANCH05DEBIT  ACH - INS PREM,Auto Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/21,22,6,2021,($50.00),PoS Withdrawal 395708457148 MK Event Registration  800-2729333  TXUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/21,22,6,2021,($12.01),PoS Withdrawal  MK PCP                 800-2729333  TXUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/21,21,6,2021,($7.88),PoS Withdrawal 3-8016303714 ARCTIC CIRCLE 118      WEST JORDAN  UTUS,Fast Food,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/21/21,21,6,2021,($28.64),PoS Withdrawal 4445026666677 FIVE GUYS UT 1749 ECOMM385-237-4111 UTUS,Fast Food,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/21/21,21,6,2021,($7.03),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/21/21,21,6,2021,$230.00 ,ACH Deposit VENMO  - CASHOUT,Piano Lessons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/21,21,6,2021,($67.90),PoS Withdrawal 48206279993 SAMSCLUB.COM           888-746-7726 ARUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6/21/21,21,6,2021,($3.21),PoS Withdrawal 160146000762203 Prime Video*219WW58L1  888-802-3080 WAUS,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/21,18,6,2021,($0.99),PoS Withdrawal 337190000108778 APPLE.COM/BILL         866-712-7753 CAUS,Subscriptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/21,18,6,2021,$410.00 ,ACH Deposit VENMO  - CASHOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/21,18,6,2021,($15.78),PoS Withdrawal 650000009327811 IN N OUT BURGER 245    WEST VALLEY CUTUS,Fast Food,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/18/21,18,6,2021,($7.03),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/16/21,16,6,2021,($13.25),PoS Withdrawal 372071843885 TACO BELL 033167       WEST VALLEY CUTUS,Fast Food,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/16/21,16,6,2021,($19.00),PoS Withdrawal 650000008384268 1915 GREAT CLIPS AT WILWEST VALLEY CUTUS,Hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/21,15,6,2021,($28.27),ACH Withdrawal QuestarGas  - QuestarGas,Utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
6/15/21,15,6,2021,($52.07),ACH Withdrawal ROCKYMTN/PACIFIC  - POWER BILL,Utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6/15/21,15,6,2021,($141.93),ACH Withdrawal WEB - UNITED MIDWEST S  - PAYMENT  002*8080028441*141.93*BRADEN A POTTER*210615,Organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/21,15,6,2021,($46.58),PoS Withdrawal 8788242905155 GRANGER HUNTER IMPROVE 801-9683551  UTUS,Utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
6/15/21,15,6,2021,($30.00),PoS Withdrawal 634820901771485 UTAH INFRASTRUCTURE AG 801-613-3880 UTUS,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/21,15,6,2021,($28.50),PoS Withdrawal 536707001177431 WEST VALLEY CITY CORP  801-966-3600 UTUS,Utilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
6/15/21,15,6,2021,($37.00),PoS Withdrawal 395709755498 REVIO  *XMission       801-5390852  UTUS,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($7.89),PoS Withdrawal ARBYS #155 WEST 4663 S 2700 W          TAYLORSVILLE UTUS,Fast Food,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/14/21,14,6,2021,($43.47),PoS Withdrawal 596037501524073 CHEVRON 0203453        WEST VALLEY CUTUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($23.58),PoS Withdrawal 105038 PETCO 1246             WEST VALLEY  UTUS,Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($135.41),ACH Withdrawal FinWise Bank  - FinWise Ba,Grand Piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($28.26),PoS Withdrawal 6867134816MDF1 MCDONALD'S F14816      JEROME       IDUS,Fast Food,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/14/21,14,6,2021,($85.76),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($32.16),PoS Withdrawal  AMAZON.COM             SEATTLE      WAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($13.90),PoS Withdrawal 898526 SHELL SERVICE STATION  EAGLE        IDUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/21,14,6,2021,($3.53),PoS Withdrawal 898526 SHELL SERVICE STATION  EAGLE        IDUS,Soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/21,12,6,2021,($78.40),PoS Withdrawal 650000002391368 SMOKY MOUNTAIN PIZZA & EAGLE        IDUS,Restaurants ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/21,11,6,2021,($27.66),ACH Withdrawal NORTHWESTERN MU  - PAYMNT WEB,Life Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
6/11/21,11,6,2021,($21.32),PoS Withdrawal 5318792394MDF1 MCDONALD'S F32394      MERIDIAN     IDUS,Fast Food,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/11/21,11,6,2021,($15.52),PoS Withdrawal 3844623559ICK1 CHICK-FIL-A #03559     NAMPA        IDUS,Fast Food,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/11/21,11,6,2021,($4.23),PoS Withdrawal 3844623559ICK1 CHICK-FIL-A #03559     NAMPA        IDUS,Fast Food,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/10/21,10,6,2021,($48.49),PoS Withdrawal 898526 SHELL SERVICE STATION  EAGLE        IDUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/21,9,6,2021,($135.06),PoS Withdrawal TARGET T-123 6280 N Eagle Rd        Boise        IDUS,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/21,9,6,2021,($26.15),PoS Withdrawal 25752804009205 ARCTIC CIRCLE TREMONTON435-2577428  UTUS,Fast Food,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/8/21,8,6,2021,($82.00),ACH Withdrawal KOHL'S TELECHK 800-697-9263 - CHG PYMT,Shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/21,8,6,2021,($100.00),ACH Withdrawal LINCOLN HERITAGE 800-930-7459 - INS PREM,Kathy’s Life Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/21,8,6,2021,($132.00),ACH Withdrawal CAPITAL ONE  - MOBILE PMT,Capital One - Cassie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/21,8,6,2021,($388.98),ACH Withdrawal THD Loan Svcs 8669360602 - WEB PAY,Home Depot Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($23.49),PoS Withdrawal 100418 CHEVRON/HOLIDAY OIL CHEWEST VALLEY CUTUS,Gas & Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($551.27),PoS Withdrawal  Oculus                 650-5434800  CAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($25.00),ACH Withdrawal CAPITAL ONE  - CRCARDPMT,Capital One - Braden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($7.03),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/7/21,7,6,2021,$100.00 ,Deposit Transfer From 854597,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($104.85),Withdrawal Transfer To 756132339,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($310.32),Withdrawal Potter Pmt from 756487685 CK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/21,7,6,2021,($17.38),PoS Withdrawal ARBYS #155 WEST 4663 S 2700 W          TAYLORSVILLE UTUS,Fast Food,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/5/21,5,6,2021,($227.48),PoS Withdrawal 328059940994 AT&T*BILL PAYMENT      214-721-3650 TXUS,Cell Phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/21,5,6,2021,($75.22),PoS Withdrawal 48206279993 SAMSCLUB.COM           888-746-7726 ARUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6/4/21,4,6,2021,($192.99),PoS Withdrawal 330077000219591 WALMART GROCERY        800-966-6546 ARUS,Groceries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
6/4/21,4,6,2021,$500.00 ,ACH Deposit UOFU INCOME ACTG INACCT TUIT REFUND - CREDIT REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/21,4,6,2021,($19.68),PoS Withdrawal 984001142889 CAFE RIO ONLINE        SALT LAKE CITUTUS,Fast Food,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/3/21,3,6,2021,($10.00),PoS Withdrawal 8788430194049 JIMMY JOHNS - 1599     WEST VALLEY CUTUS,Fast Food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/3/21,3,6,2021,($17.38),PoS Withdrawal ARBYS #155 WEST 4663 S 2700 W          TAYLORSVILLE UTUS,Fast Food,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/3/21,3,6,2021,($7.03),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/2/21,2,6,2021,($4.00),PoS Withdrawal 497804001398 USPS PO 49780400 3490 SWEST VALLEY CUTUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/21,2,6,2021,$480.00 ,Descriptive Deposit Ut independant mortgage,Paycheck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/21,2,6,2021,($5.40),PoS Withdrawal 737642030883 WENDYS  6083           SALT LAKE CITUTUS,Fast Food,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/2/21,2,6,2021,($17.61),PoS Withdrawal 737642030883 WENDYS  6083           SALT LAKE CITUTUS,Fast Food,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/2/21,2,6,2021,($13.35),PoS Withdrawal 650000009327811 IN N OUT BURGER 245    WEST VALLEY CUTUS,Fast Food,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/2/21,2,6,2021,($11.10),PoS Withdrawal 372071843885 TACO BELL 033167       WEST VALLEY CUTUS,Fast Food,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/1/21,1,6,2021,($22.36),PoS Withdrawal 4571884902OKF1 SONIC DRIVE IN #4902   WEST VALLEY CUTUS,Fast Food,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/1/21,1,6,2021,($7.03),PoS Withdrawal 4445000679803 LITTLE CAESARS 011     801-965-1400 UTUS,Fast Food,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/1/21,1,6,2021,($4.28),PoS Withdrawal 160146000762203 Prime Video*2R7WM2QA2  888-802-3080 WAUS,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/21,1,6,2021,($34.02),PoS Withdrawal 3844623348ICK1 CHICK-FIL-A #03348     TAYLORSVILLE UTUS,Fast Food,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
